工号,姓名,刷卡时间,门禁点,部门
30189,朱曦曦,2026-03-13 08:45:47,A座-闸机,星云科技/技术平台中心/应用研发部
30319,王芳,2026-04-27 10:05:44,A座-闸机,星云科技/商业化中心/销售二部
030548,吴丽,2026-04-03 10:07:19,A座-闸机,星云科技/商业化中心/商业产品部
030079,卫刚,2026-04-22 10:05:16,A座-闸机,星云科技/技术平台/应用研发部
030212,魏平静,2026-04-30 08:09:15,A座-闸机,商业化中心/销售一部
30466,魏志志,2026-03-19 08:36:46,A座-闸机,职能线/行政法务部
030216,何欣,2026-03-17 09:01:50,A座-闸机,商业化中心/销售二部
30317,蒋英,2026-03-30 09:49:48,A座-闸机,星云科技/商业化中心/销售二部
030194,陈志,2026-03-06 10:17:14,A座-闸机,星云科技/技术平台中心/数据智能部
30410,钱宇桂,2026-04-30 10:42:00,A座-闸机,用户增长/市场部
30294,吕玉晨,2026-03-20 09:43:58,A座-闸机,星云科技/商业化中心/商业产品部
30236,张红秀,2026-04-08 08:03:52,A座-闸机,商业化中心/销售一部
30048,李浩超,2026-03-04 10:41:58,A座-闸机,星云科技/技术平台/数据智能部
030370,沈芳丽,2026-03-23 08:02:29,A座-闸机,星云科技/商业化中心/商业产品部
030451,孙兰,2026-03-10 08:10:57,A座-闸机,星云科技/用户增长中心/市场部
030044,魏晨,2026-03-13 08:29:24,A座-闸机,星云科技/技术平台中心/应用研发部
030205,蒋志静,2026-03-30 09:25:19,A座-闸机,技术平台中心/基础架构部
30199,沈曦怡,2026-04-20 10:17:49,A座-闸机,星云科技/技术平台/数据智能部
30211,严桂,2026-03-02 09:41:03,A座-闸机,星云科技/商业化中心/销售二部
030397,王伟,2026-03-20 08:12:45,A座-闸机,星云科技/用户增长中心/市场部
030091,施萍,2026-04-17 10:53:33,A座-闸机,技术平台中心/基础架构部
30071,吕超华,2026-04-10 09:23:19,A座-闸机,星云科技/技术平台中心/应用研发部
30510,韩伟,2026-03-17 08:32:41,A座-闸机,职能线/行政法务部
030269,许强玉,2026-04-26 09:01:09,A座-闸机,星云科技/商业化中心/商业产品部
030151,魏天,2026-04-10 09:26:34,A座-闸机,星云科技/技术平台/数据智能部
030333,施平,2026-03-02 09:40:12,A座-闸机,星云科技/商业化中心/商业产品部
030029,何静强,2026-04-20 10:03:05,A座-闸机,技术平台中心/基础架构部
30129,沈娜,2026-04-09 09:24:34,A座-闸机,技术平台中心/数据智能部
30297,秦浩,2026-04-15 08:13:34,A座-闸机,星云科技/商业化中心/商业产品部
030048,李浩超,2026-03-05 09:48:20,A座-闸机,星云科技/技术平台/数据智能部
30456,孙娟娜,2026-04-08 08:28:19,A座-闸机,星云科技/用户增长中心/市场部
30190,吕欣静,2026-03-10 10:36:19,A座-闸机,技术平台中心/应用研发部
30169,秦萍,2026-04-06 09:48:05,A座-闸机,技术平台中心/数据智能部
30452,钱桂,2026-03-10 09:15:27,A座-闸机,星云科技/用户增长中心/市场部
030416,钱英玉,2026-03-19 08:21:02,A座-闸机,星云科技/用户增长中心/市场部
30056,蒋平,2026-04-03 09:27:43,A座-闸机,星云科技/技术平台/应用研发部
30045,魏勇,2026-03-23 09:22:53,A座-闸机,星云科技/技术平台/基础架构部
30108,吕晨,2026-04-28 08:34:53,A座-闸机,星云科技/技术平台/基础架构部
30164,许军,2026-03-10 10:56:46,A座-闸机,星云科技/技术平台/应用研发部
30261,严磊静,2026-04-27 08:09:52,A座-闸机,商业化中心/销售一部
30424,杨明超,2026-04-06 10:35:39,A座-闸机,用户增长/内容运营部
30251,韩平艳,2026-03-23 10:39:48,A座-闸机,商业化中心/销售二部
030091,施萍,2026-04-08 08:20:09,A座-闸机,星云科技/技术平台/基础架构部
30237,秦曦,2026-04-16 10:05:11,A座-闸机,星云科技/商业化中心/商业产品部
030157,陶曦,2026-04-06 08:05:14,A座-闸机,星云科技/技术平台/应用研发部
30053,朱勇悦,2026-04-17 08:52:44,A座-闸机,技术平台中心/数据智能部
030121,陶怡,2026-03-10 09:00:55,A座-闸机,星云科技/技术平台/基础架构部
030480,陶敏,2026-03-04 10:22:03,A座-闸机,职能线/人力资源部
30177,朱超,2026-04-30 10:38:49,A座-闸机,星云科技/技术平台中心/数据智能部
30439,郑华欣,2026-03-18 08:02:15,A座-闸机,用户增长/市场部
30423,李平,2026-03-03 09:59:13,A座-闸机,用户增长/市场部
030106,施英,2026-04-10 10:16:49,A座-闸机,技术平台中心/数据智能部
30061,孙敏,2026-04-12 11:26:21,A座-闸机,技术平台中心/数据智能部
030260,孙英桂,2026-03-05 08:42:47,A座-闸机,星云科技/商业化中心/销售一部
030501,李刚,2026-03-23 08:43:41,A座-闸机,职能线/财务部
030032,沈刚艳,2026-04-03 10:00:50,A座-闸机,星云科技/技术平台中心/基础架构部
030182,陶兰晨,2026-04-08 09:44:05,A座-闸机,技术平台中心/基础架构部
30096,尤洋斌,2026-03-24 09:40:23,A座-闸机,技术平台中心/数据智能部
30541,钱霞超,2026-04-03 08:15:36,A座-闸机,职能线/财务部
30260,孙英桂,2026-03-24 10:22:42,A座-闸机,星云科技/商业化中心/销售一部
030176,张浩英,2026-03-19 10:32:07,A座-闸机,星云科技/技术平台/基础架构部
030272,钱华,2026-04-28 10:30:15,A座-闸机,星云科技/商业化中心/销售一部
30331,秦明静,2026-03-02 08:54:59,A座-闸机,星云科技/商业化中心/销售一部
030459,魏娜平,2026-04-27 08:50:34,A座-闸机,星云科技/用户增长中心/市场部
30478,张娟,2026-04-22 10:54:21,A座-闸机,职能线/财务部
30454,姜艳明,2026-04-20 08:03:55,A座-闸机,用户增长/市场部
30550,沈曦,2026-04-03 10:34:45,A座-闸机,星云科技/商业化中心/销售一部
30249,吕怡,2026-03-12 08:23:46,A座-闸机,商业化中心/销售二部
30215,张浩,2026-03-06 08:23:05,A座-闸机,星云科技/商业化中心/销售一部
30103,沈刚悦,2026-03-12 10:30:28,A座-闸机,星云科技/技术平台中心/应用研发部
30118,冯兰,2026-04-21 10:31:34,A座-闸机,星云科技/技术平台中心/数据智能部
030505,郑曦军,2026-03-24 10:08:47,A座-闸机,星云科技/职能线/行政法务部
030186,蒋华杰,2026-04-15 10:57:40,A座-闸机,星云科技/技术平台中心/应用研发部
30015,周芳洋,2026-04-13 10:53:58,A座-闸机,星云科技/技术平台中心/应用研发部
030121,陶怡,2026-03-03 09:00:53,A座-闸机,星云科技/技术平台/基础架构部
30340,施秀洋,2026-04-13 08:22:15,A座-闸机,星云科技/商业化中心/商业产品部
30124,曹芳,2026-04-10 08:06:45,A座-闸机,星云科技/技术平台/应用研发部
030298,韩静明,2026-04-24 10:04:52,A座-闸机,星云科技/商业化中心/销售一部
30152,郑明娜,2026-04-02 09:25:01,A座-闸机,星云科技/技术平台/应用研发部
30367,魏玉悦,2026-03-10 09:48:18,A座-闸机,星云科技/商业化中心/商业产品部
30362,曹杰敏,2026-03-23 08:09:25,A座-闸机,星云科技/商业化中心/销售二部
030134,王超玉,2026-04-07 09:20:27,A座-闸机,技术平台中心/数据智能部
030308,尤娜英,2026-03-09 10:56:00,A座-闸机,星云科技/商业化中心/销售二部
030151,魏天,2026-04-14 08:20:20,A座-闸机,技术平台中心/数据智能部
030553,杨悦,2026-04-07 09:13:42,A座-闸机,星云科技/职能线/人力资源部
30198,褚杰,2026-03-04 10:09:30,A座-闸机,技术平台中心/数据智能部
030428,陶丽英,2026-04-15 08:48:19,A座-闸机,星云科技/用户增长中心/内容运营部
30361,褚秀曦,2026-03-23 10:03:55,A座-闸机,星云科技/商业化中心/销售二部
30509,严芳超,2026-04-10 08:34:48,A座-闸机,星云科技/职能线/财务部
30316,曹晨,2026-04-13 10:23:51,A座-闸机,商业化中心/商业产品部
030475,施娟洋,2026-03-05 09:39:56,A座-闸机,职能线/财务部
30341,秦芳,2026-04-10 10:14:09,A座-闸机,星云科技/商业化中心/销售一部
30419,陶桂杰,2026-03-11 09:36:33,A座-闸机,星云科技/用户增长中心/内容运营部
030203,韩芳,2026-04-23 09:50:32,A座-闸机,星云科技/技术平台中心/应用研发部
30072,何军英,2026-03-27 08:36:45,A座-闸机,星云科技/技术平台/数据智能部
030210,尤艳萍,2026-04-23 08:56:41,A座-闸机,技术平台中心/基础架构部
30205,蒋志静,2026-03-09 09:39:46,A座-闸机,星云科技/技术平台中心/基础架构部
030414,褚强,2026-03-02 10:15:56,A座-闸机,用户增长/内容运营部
30427,严丽磊,2026-03-26 09:16:19,A座-闸机,用户增长/内容运营部
30351,赵天英,2026-04-21 09:46:14,A座-闸机,星云科技/商业化中心/商业产品部
30045,魏勇,2026-03-17 09:23:12,A座-闸机,星云科技/技术平台/基础架构部
030058,吕敏洋,2026-04-02 08:00:52,A座-闸机,技术平台中心/应用研发部
030155,陶超,2026-03-09 10:15:33,A座-闸机,技术平台中心/应用研发部
030412,杨刚浩,2026-03-02 10:32:59,A座-闸机,星云科技/用户增长中心/市场部
30350,尤杰,2026-03-20 09:45:20,A座-闸机,商业化中心/销售一部
30345,李宇,2026-03-03 09:18:48,A座-闸机,星云科技/商业化中心/销售一部
030282,沈洋伟,2026-04-13 08:28:10,A座-闸机,星云科技/商业化中心/销售二部
030275,吴娟娟,2026-04-07 10:13:24,A座-闸机,商业化中心/销售一部
30238,许怡,2026-03-13 09:31:02,A座-闸机,商业化中心/销售一部
30503,李娜,2026-03-11 08:31:11,A座-闸机,星云科技/职能线/人力资源部
30336,孔欣,2026-03-16 09:50:24,A座-闸机,商业化中心/商业产品部
30476,王洋,2026-03-04 10:23:20,A座-闸机,职能线/人力资源部
30315,沈天,2026-04-02 08:33:50,A座-闸机,商业化中心/销售二部
30101,李丽艳,2026-03-13 10:52:23,A座-闸机,星云科技/技术平台/应用研发部
30106,施英,2026-03-27 10:13:17,A座-闸机,星云科技/技术平台/数据智能部
030099,何悦天,2026-04-16 08:31:58,A座-闸机,星云科技/技术平台/数据智能部
30103,沈刚悦,2026-03-04 08:08:56,A座-闸机,技术平台中心/应用研发部
30080,张洋,2026-04-20 10:56:24,A座-闸机,星云科技/技术平台/基础架构部
30130,张晨悦,2026-03-09 09:46:33,A座-闸机,星云科技/技术平台/数据智能部
030172,陈霞,2026-03-05 08:20:33,A座-闸机,星云科技/技术平台/基础架构部
030164,许军,2026-04-14 10:16:23,A座-闸机,技术平台中心/应用研发部
30116,吴娟洋,2026-04-03 09:58:08,A座-闸机,技术平台中心/应用研发部
030276,周晨,2026-03-17 09:00:41,A座-闸机,商业化中心/商业产品部
030151,魏天,2026-04-27 08:38:24,A座-闸机,星云科技/技术平台/数据智能部
30115,沈红欣,2026-03-12 10:28:28,A座-闸机,星云科技/技术平台/基础架构部
30348,韩平芳,2026-04-02 08:09:27,A座-闸机,商业化中心/销售二部
30268,杨欣娜,2026-04-14 10:46:16,A座-闸机,星云科技/商业化中心/销售一部
30158,姜华,2026-03-19 08:30:59,A座-闸机,星云科技/技术平台中心/数据智能部
30234,施英霞,2026-04-08 08:02:11,A座-闸机,商业化中心/商业产品部
030173,何兰红,2026-03-17 08:17:33,A座-闸机,技术平台中心/数据智能部
30207,秦强志,2026-04-02 09:39:01,A座-闸机,技术平台中心/基础架构部
30535,赵娟,2026-04-11 09:17:00,A座-闸机,星云科技/职能线
30255,陈英磊,2026-04-14 09:42:49,A座-闸机,星云科技/商业化中心/销售二部
30499,吴萍,2026-03-06 09:20:47,A座-闸机,职能线/人力资源部
30494,华平,2026-04-03 10:52:10,A座-闸机,星云科技/职能线/财务部
030131,孙杰,2026-04-28 09:27:44,A座-闸机,星云科技/技术平台/数据智能部
30135,卫明,2026-03-11 08:04:13,A座-闸机,星云科技/技术平台/基础架构部
030146,魏晨悦,2026-04-01 10:11:11,A座-闸机,星云科技/技术平台/数据智能部
30400,魏洋,2026-04-21 08:38:54,A座-闸机,用户增长/内容运营部
030371,张丽,2026-03-20 09:48:17,A座-闸机,用户增长/市场部
30136,孔军萍,2026-03-31 09:45:13,A座-闸机,星云科技/技术平台中心/应用研发部
30297,秦浩,2026-04-17 08:23:48,A座-闸机,星云科技/商业化中心/商业产品部
30288,韩敏,2026-04-26 08:43:06,A座-闸机,商业化中心/商业产品部
30088,许敏敏,2026-03-26 08:59:28,A座-闸机,技术平台中心/基础架构部
030390,朱霞,2026-03-23 09:34:28,A座-闸机,星云科技/用户增长中心/市场部
030483,卫磊,2026-03-17 09:22:54,A座-闸机,职能线/人力资源部
30479,尤娟,2026-04-14 08:16:09,A座-闸机,星云科技/职能线/行政法务部
30427,严丽磊,2026-04-09 09:25:55,A座-闸机,用户增长/内容运营部
030131,孙杰,2026-04-02 08:48:51,A座-闸机,技术平台中心/数据智能部
30402,秦曦,2026-03-13 10:44:17,A座-闸机,用户增长/内容运营部
30494,华平,2026-04-09 08:47:17,A座-闸机,星云科技/职能线/财务部
30041,孙刚,2026-04-10 08:37:03,A座-闸机,星云科技/技术平台/数据智能部
030282,沈洋伟,2026-04-01 10:16:00,A座-闸机,星云科技/商业化中心/销售二部
30223,郑志,2026-03-05 09:56:34,A座-闸机,星云科技/商业化中心/销售二部
30026,张刚,2026-03-23 10:22:24,A座-闸机,技术平台中心/基础架构部
30199,沈曦怡,2026-03-02 10:01:52,A座-闸机,星云科技/技术平台/数据智能部
30112,陈天军,2026-03-26 08:10:50,A座-闸机,星云科技/技术平台/基础架构部
30143,曹浩娜,2026-03-12 10:28:15,A座-闸机,星云科技/技术平台中心/应用研发部
30311,钱娜,2026-03-04 09:32:18,A座-闸机,商业化中心/销售一部
030165,吴怡,2026-03-18 09:57:05,A座-闸机,星云科技/技术平台/数据智能部
30147,陶涛,2026-04-15 09:16:52,A座-闸机,技术平台中心/数据智能部
30361,褚秀曦,2026-03-06 09:29:57,A座-闸机,星云科技/商业化中心/销售二部
30329,秦玉,2026-04-29 08:09:59,A座-闸机,星云科技/商业化中心/销售一部
30061,孙敏,2026-03-11 10:13:29,A座-闸机,星云科技/技术平台/数据智能部
30164,许军,2026-04-07 09:17:11,A座-闸机,星云科技/技术平台中心/应用研发部
030349,褚杰,2026-04-27 08:11:50,A座-闸机,星云科技/商业化中心/销售二部
30481,秦强,2026-04-06 09:21:46,A座-闸机,职能线/行政法务部
30234,施英霞,2026-03-06 09:42:16,A座-闸机,商业化中心/商业产品部
30450,魏明芳,2026-04-20 09:08:01,A座-闸机,用户增长/市场部
30190,吕欣静,2026-04-21 10:59:51,A座-闸机,技术平台中心/应用研发部
030488,姜涛悦,2026-03-30 08:31:43,A座-闸机,星云科技/职能线/行政法务部
30459,魏娜平,2026-04-17 10:40:14,A座-闸机,用户增长/市场部
30041,孙刚,2026-04-08 09:31:55,A座-闸机,星云科技/技术平台中心/数据智能部
30464,王玉曦,2026-03-05 08:42:52,A座-闸机,星云科技/职能线/人力资源部
30377,周磊,2026-04-08 08:39:47,A座-闸机,用户增长/内容运营部
030438,魏敏曦,2026-03-18 08:35:05,A座-闸机,星云科技/用户增长中心/内容运营部
30147,陶涛,2026-04-26 10:04:48,A座-闸机,技术平台中心/数据智能部
030500,金晨芳,2026-03-23 09:56:46,A座-闸机,星云科技/职能线/行政法务部
30490,吕娟晨,2026-04-29 08:43:22,A座-闸机,星云科技/职能线/行政法务部
030385,王敏,2026-04-07 08:19:28,A座-闸机,星云科技/用户增长中心/市场部
030135,卫明,2026-03-30 09:54:34,A座-闸机,星云科技/技术平台中心/基础架构部
030402,秦曦,2026-03-16 08:29:51,A座-闸机,星云科技/用户增长中心/内容运营部
030151,魏天,2026-04-23 10:33:49,A座-闸机,星云科技/技术平台中心/数据智能部
30062,陶伟斌,2026-04-29 10:32:39,A座-闸机,星云科技/技术平台/基础架构部
30243,施伟曦,2026-04-26 09:18:58,A座-闸机,星云科技/商业化中心/销售二部
30291,许娜,2026-04-07 10:21:35,A座-闸机,商业化中心/商业产品部
30509,严芳超,2026-03-04 10:38:17,A座-闸机,职能线/财务部
30119,孔欣,2026-04-16 09:36:35,A座-闸机,星云科技/技术平台/基础架构部
030441,陈涛,2026-04-09 10:09:30,A座-闸机,用户增长/市场部
30067,韩明,2026-04-06 10:49:46,A座-闸机,星云科技/技术平台中心/应用研发部
30109,孙玉,2026-03-18 10:54:32,A座-闸机,星云科技/技术平台/应用研发部
30452,钱桂,2026-03-03 09:37:18,A座-闸机,星云科技/用户增长中心/市场部
30408,朱明志,2026-04-06 08:38:26,A座-闸机,用户增长/内容运营部
30340,施秀洋,2026-03-10 08:10:09,A座-闸机,星云科技/商业化中心/商业产品部
30200,陈欣明,2026-03-30 10:03:55,A座-闸机,星云科技/技术平台中心/基础架构部
30300,郑娟,2026-03-23 10:19:18,A座-闸机,商业化中心/销售二部
030231,王英兰,2026-04-20 08:39:58,A座-闸机,星云科技/商业化中心/商业产品部
30490,吕娟晨,2026-04-24 08:33:40,A座-闸机,职能线/行政法务部
